"id_pesquisador","nome_pesquisador","email","historico_projetos","financiamento_anterior","publicacoes","id_instituicao","nome_instituicao","endereco","historico_projetos-2","id_projeto","titulo_projeto","resumo","orcamento_aprovado","cronograma","instituicao_id","funcao_pesquisador_projeto","id_edital","titulo_edital","descricao_edital","criterios","prazo","requisitos","id_proposta","data_submissao","status_proposta","avaliacao","id_financiamento","valor_financiamento","etapas","valor_liberado","data_liberacao","status_financiamento","id_despesa","descricao_despesa","valor_despesa","data_despesa","id_relatorio_progresso","data_submissao_relatorio_progresso","status_projeto","descricao_relatorio_progresso","id_relatorio_financeiro","data_submissao_relatorio_financeiro","valor_gasto","valor_aprovado_relatorio_financeiro","conformidade","id_relatorio_pesquisador_instituicao","descricao_relatorio_pesquisador_instituicao"
10,"Laura Costa","laura.costa@utimonitoring.org","Sistema de Monitoramento de Pacientes com IA em UTIs",30000.0,"Monitoramento Inteligente em UTIs, IA aplicada a Cuidados Intensivos",13,"Universidade de São Paulo (USP)","Avenida Professor Luciano Gualberto, 380, Butantã, São Paulo - SP","Projetos de inovação em tecnologia e saúde pública",13,"IA para Previsão de Resultados Educacionais em Escolas Públicas","Utilização de IA para prever o desempenho de estudantes com base em dados demográficos e históricos de aprendizado.",85000.0,"Coleta de Dados, Análise, Testes",13,"Pesquisador Sênior",18,"Edital de Análise de Dados para Prevenção de Desastres Naturais","Fomento a soluções que utilizam big data e algoritmos preditivos para monitorar e prever desastres naturais.","Capacidade preditiva, Impacto social, Sustentabilidade da solução","2026-11-30","Instituições públicas, Empresas de tecnologia",18,"2024-11-05","Reprovada","IA para Otimização de Estoques Hospitalares não foi aceita",13,85000.0,2,50000.0,"2025-02-15","Concluído",43,"Aquisição de Dados para Pesquisa",15000.0,"2026-01-20",13,"2024-09-13","Concluído","O sistema de machine learning para detecção de fraudes em saúde já está em operação em grandes hospitais.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,"Patricia Fernandes","patricia.fernandes@eduai.net","IA para Previsão de Resultados Educacionais em Escolas Públicas",28000.0,"IA na Educação, Análise Preditiva no Ensino Público",24,"Faculdade Pitágoras de Linhares","Rua Augusto Calmon, 2497, Linhares - ES","Projetos em ciências econômicas e gestão de negócios",24,"Chatbots com IA para Atendimento em Centros de Saúde","Criação de chatbots inteligentes para atendimento ao público em centros de saúde, melhorando o acesso a informações e triagem inicial.",120000.0,"Desenvolvimento, Treinamento, Implementação",24,"Coordenador",25,"Edital de IA para Triagem de Pacientes em Centros de Emergência","Desenvolvimento de sistemas inteligentes de triagem para melhorar o atendimento em centros de emergência, utilizando IA e machine learning.","Precisão da triagem, Impacto na saúde, Escalabilidade","2027-06-30","Instituições de saúde, Startups de tecnologia",25,"2024-12-05","Submetida","Avaliação preliminar da IA para Prevenção de Epidemias com Análise de Mobilidade",24,120000.0,2,70000.0,"2025-08-01","Em Andamento",54,"Publicação em Conferências Internacionais",10000.0,"2026-05-30",24,"2024-09-24","Em Andamento","O sistema de IA para previsão de demandas em hospitais está em fase de ajustes para otimizar a alocação de recursos.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,"Laura Costa","laura.costa@utimonitoring.org","Sistema de Monitoramento de Pacientes com IA em UTIs",30000.0,"Monitoramento Inteligente em UTIs, IA aplicada a Cuidados Intensivos",23,"Instituto Tecnológico de Aeronáutica (ITA)","Praça Marechal Eduardo Gomes, 50, São José dos Campos - SP","Projetos em engenharia aeronáutica e tecnologia espacial",23,"Plataforma de Gerenciamento de Dados Clínicos com Big Data","Criação de uma plataforma de big data para armazenamento e análise de grandes volumes de dados clínicos.",110000.0,"Desenvolvimento, Implementação, Monitoramento",23,"Pesquisador Sênior",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,110000.0,3,50000.0,"2025-07-15","Concluído",23,"Desenvolvimento de Protótipos",30000.0,"2025-05-25",23,"2024-09-23","Concluído","A solução de machine learning para prevenção de doenças crônicas já está em operação em hospitais.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,"Carolina Nunes","carolina.nunes@epidemiccontrol.ai","IA para Prevenção de Epidemias com Análise de Dados de Mobilidade",50000.0,"IA em Epidemiologia, Prevenção de Epidemias com Big Data",28,"Instituto de Matemática Pura e Aplicada (IMPA)","Estrada Dona Castorina, 110, Rio de Janeiro - RJ","Pesquisas em matemática aplicada e estatística",28,"Solução de Big Data para Análise de Dados Clínicos em Tempo Real","Desenvolvimento de uma solução de big data para análise e monitoramento de dados clínicos em tempo real, auxiliando no tratamento de pacientes.",110000.0,"Desenvolvimento, Implementação, Monitoramento",28,"Coordenador",26,"Edital de Segurança de Dados em Plataformas de Saúde","Fomento a soluções que garantem a segurança e privacidade dos dados em plataformas digitais de saúde.","Uso de criptografia, Segurança dos dados, Escalabilidade","2027-07-31","Empresas de TI, Instituições de saúde",26,"2024-12-10","Aprovada","Plataforma de Telemedicina com IA aprovada com destaque",28,110000.0,3,60000.0,"2025-10-01","Em Andamento",58,"Compra de Equipamentos para Laboratório",40000.0,"2026-07-05",28,"2024-09-28","Em Andamento","A solução de IA para análise de dados clínicos em tempo real está em fase de implementação em hospitais parceiros.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,"Leonardo Martins","leonardo.martins@triagemmed.org","Solução de IA para Triagem de Pacientes em Pronto Socorro",29000.0,"IA em Triagem Médica, Automação de Atendimento em Emergências",5,"Universidade Federal de Minas Gerais (UFMG)","Avenida Presidente Antônio Carlos, 6627, Pampulha, Belo Horizonte - MG","Projetos em educação, tecnologia e engenharia",5,"Análise de Sentimento em Redes Sociais para Políticas Públicas","Aplicação de técnicas de processamento de linguagem natural (NLP) para análise de sentimentos em redes sociais sobre políticas públicas.",30000.0,"Coleta de Dados, Análise, Relatório",5,"Pesquisador Júnior",2,"Edital de Análise de Big Data para Saúde Pública","Projetos focados na análise de big data para otimização de políticas públicas e alocação de recursos na área da saúde.","Relevância social, Capacidade de análise de grandes volumes de dados, Inovação","2025-01-31","Pesquisadores da área de saúde pública, Instituições de pesquisa",2,"2024-08-15","Aprovada","Avaliação final da Análise de Big Data para Saúde Pública",5,30000.0,1,30000.0,"2024-09-15","Concluído",35,"Serviços de Consultoria",40000.0,"2025-10-01",5,"2024-09-05","Em Andamento","A análise de sentimento em redes sociais para políticas públicas está sendo testada com dados reais.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,"Roberta Fernandes","roberta.fernandes@medchatbots.ai","Chatbots com IA para Atendimento em Centros de Saúde",15000.0,"Chatbots Inteligentes para Atendimento Médico, Automação de Serviços de Saúde",9,"Fundação de Amparo à Pesquisa do Espírito Santo (FAPES)","Avenida Marechal Mascarenhas de Moraes, 2025, Bento Ferreira, Vitória - ES","Projetos de apoio à pesquisa científica em diversas áreas",9,"Plataforma de Recomendação de Tratamentos Médicos com IA","Sistema baseado em IA para recomendar tratamentos médicos personalizados com base em históricos de pacientes e dados clínicos.",130000.0,"Pesquisa, Desenvolvimento, Testes, Implementação",9,"Pesquisador Júnior",7,"Edital de IA para Diagnóstico de Imagens Médicas","Seleção de projetos para desenvolver algoritmos de IA voltados à análise de imagens médicas e apoio ao diagnóstico precoce.","Precisão dos algoritmos, Impacto na saúde, Viabilidade técnica","2025-09-30","Instituições de saúde, Laboratórios de tecnologia",7,"2024-09-20","Submetida","Avaliação preliminar do Diagnóstico Automatizado com IA em Imagens Médicas",9,130000.0,2,90000.0,"2024-12-15","Em Andamento",39,"Desenvolvimento de Softwares",35000.0,"2025-11-20",9,"2024-09-09","Concluído","A plataforma de análise preditiva para doenças crônicas está em operação em hospitais públicos.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,"Patricia Fernandes","patricia.fernandes@eduai.net","IA para Previsão de Resultados Educacionais em Escolas Públicas",28000.0,"IA na Educação, Análise Preditiva no Ensino Público",14,"Fundação João Pinheiro","Alameda das Acácias, 70, Bairro São Luiz, Belo Horizonte - MG","Pesquisas em políticas públicas e economia",14,"Sistema de Reconhecimento Facial para Segurança em Hospitais","Implementação de reconhecimento facial com IA para monitoramento e segurança de pacientes e funcionários em hospitais.",150000.0,"Desenvolvimento, Testes, Implementação",14,"Coordenador",12,"Edital de Soluções em Telemedicina com Big Data","Iniciativas que desenvolvam plataformas de telemedicina, integrando análise de big data para suporte a diagnósticos e acompanhamento de pacientes.","Capacidade de análise em tempo real, Impacto na saúde, Eficiência do sistema","2026-04-30","Empresas de tecnologia, Instituições de saúde",12,"2024-10-10","Reprovada","Análise de Dados para Prevenção de Doenças Crônicas não foi aceita",14,150000.0,3,100000.0,"2025-03-01","Em Andamento",44,"Manutenção de Equipamentos de TI",5000.0,"2026-02-01",14,"2024-09-14","Em Andamento","O sistema de IA para prevenção de epidemias está sendo calibrado com dados de mobilidade urbana.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,"Marina Lopes","marina.lopes@researchhealth.net","Análise de Sentimento em Redes Sociais para Políticas Públicas",25000.0,"Processamento de Linguagem Natural, Análise de Sentimento e Políticas Públicas",21,"Centro de Pesquisa e Desenvolvimento em Telecomunicações (CPqD)","Rodovia Campinas-Mogi Mirim, Km 118,5, Campinas - SP","Pesquisas em telecomunicações e tecnologia da informação",21,"Sistema de Monitoramento de Pacientes com IA em UTIs","Desenvolvimento de uma solução de IA para monitoramento em tempo real de pacientes em unidades de terapia intensiva (UTI).",175000.0,"Desenvolvimento, Testes, Implementação",21,"Pesquisador Sênior",20,"Edital de IA para Gerenciamento de Dados em Tempo Real","Projetos voltados ao desenvolvimento de plataformas de big data para gerenciamento de dados clínicos em tempo real.","Capacidade de gerenciamento, Impacto na saúde, Eficiência do sistema","2027-01-31","Instituições de saúde, Empresas de TI",20,"2024-11-15","Aprovada","Aplicação de Machine Learning para Fraudes aprovado com recomendação de execução",21,175000.0,2,70000.0,"2025-06-15","Concluído",21,"Compra de Ferramentas",8000.0,"2025-05-01",21,"2024-09-21","Concluído","O sistema de IA para detecção de doenças respiratórias em exames de imagem foi concluído e validado por médicos.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,"Rodrigo Gomes","rodrigo.gomes@chronicdata.org","Análise de Dados para Prevenção de Doenças Crônicas",25000.0,"Prevenção de Doenças Crônicas com IA, Análise Preditiva em Saúde",23,"Instituto Tecnológico de Aeronáutica (ITA)","Praça Marechal Eduardo Gomes, 50, São José dos Campos - SP","Projetos em engenharia aeronáutica e tecnologia espacial",23,"Plataforma de Gerenciamento de Dados Clínicos com Big Data","Criação de uma plataforma de big data para armazenamento e análise de grandes volumes de dados clínicos.",110000.0,"Desenvolvimento, Implementação, Monitoramento",23,"Pesquisador Júnior",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,110000.0,3,50000.0,"2025-07-15","Concluído",53,"Serviços de Consultoria Técnica",20000.0,"2026-05-15",23,"2024-09-23","Concluído","A solução de machine learning para prevenção de doenças crônicas já está em operação em hospitais.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,"Carolina Nunes","carolina.nunes@epidemiccontrol.ai","IA para Prevenção de Epidemias com Análise de Dados de Mobilidade",50000.0,"IA em Epidemiologia, Prevenção de Epidemias com Big Data",18,"Centro Universitário São Camilo","Rua São Camilo, 50, Cachoeiro de Itapemirim - ES","Projetos na área de saúde e educação",18,"IA para Otimização de Estoques em Hospitais","Desenvolvimento de um sistema de IA para otimizar o controle de estoques de medicamentos e equipamentos hospitalares.",135000.0,"Pesquisa, Desenvolvimento, Implementação",18,"Coordenador",17,"Edital de IA para Triagem de Pacientes em Pronto-Socorro","Desenvolvimento de IA para realizar triagem inicial de pacientes em pronto-socorro, agilizando o atendimento e priorização de casos.","Precisão da triagem, Impacto na saúde, Eficiência do sistema","2026-10-31","Instituições de saúde, Startups de IA",17,"2024-11-01","Aprovada","Data Analytics para Saúde Ocupacional aprovado com recomendação de ajustes",18,135000.0,3,80000.0,"2025-05-01","Em Andamento",18,"Aquisição de Materiais de Pesquisa",25000.0,"2025-03-25",18,"2024-09-18","Em Andamento","A plataforma de análise de dados para prevenção de desastres naturais está sendo validada com simulações reais.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,"Renato Cunha","renato.cunha@medchatbots.org","Chatbots com IA para Atendimento em Centros de Saúde",42000.0,"IA Conversacional para Atendimento em Saúde, Chatbots e Automação Médica",8,"Centro de Pesquisas René Rachou (FIOCRUZ Minas)","Avenida Augusto de Lima, 1715, Barro Preto, Belo Horizonte - MG","Projetos em saúde pública e biomedicina",8,"Blockchain para Gestão Segura de Dados Médicos","Implementação de uma solução baseada em blockchain para garantir a segurança e a privacidade dos dados médicos em sistemas de saúde.",60000.0,"Desenvolvimento, Testes, Implementação",8,"Coordenador",5,"Edital de Análise de Sentimento para Políticas Públicas","Fomento a projetos de monitoramento de opinião pública por meio de análise de sentimento em redes sociais, aplicando técnicas de NLP.","Capacidade de análise em tempo real, Impacto social, Precisão dos modelos de NLP","2025-05-30","Instituições de pesquisa, Organizações governamentais",5,"2024-09-10","Aprovada","Análise de Sentimento em Redes Sociais aprovada com ressalvas",8,60000.0,4,30000.0,"2024-12-01","Em Andamento",38,"Viagem para Eventos Científicos",20000.0,"2025-11-05",8,"2024-09-08","Em Andamento","O desenvolvimento de wearables para monitoramento da saúde de idosos está em fase de prototipagem.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,"Paulo Silva","paulo.silva@advancedbigdata.org","Solução Avançada de Big Data para Análise Clínica",16000.0,"Big Data Avançado em Saúde, Análise Clínica em Tempo Real",1,"Universidade Federal do Espírito Santo (UFES)","Avenida Fernando Ferrari, 514, Goiabeiras, Vitória - ES","Projetos em biotecnologia, saúde e sustentabilidade",29,"Solução de Big Data para Análise de Dados Clínicos em Tempo Real - Versão Avançada","Versão aprimorada da solução de Big Data para análise de dados clínicos em tempo real.",120000.0,"Desenvolvimento, Implementação, Validação",1,"Pesquisador Júnior",27,"Edital de IA para Telemedicina e Análise de Dados Clínicos","Projetos focados no desenvolvimento de IA para análise de dados clínicos em plataformas de telemedicina.","Capacidade de análise, Impacto no atendimento médico, Viabilidade técnica","2027-08-31","Empresas de TI, Instituições de saúde",27,"2024-12-15","Reprovada","Solução de IA para Previsão de Demandas de Medicamentos não foi aceita",29,120000.0,2,60000.0,"2025-10-15","Em Andamento",59,"Manutenção de Infraestrutura de TI",10000.0,"2026-07-15",29,"2024-09-29","Em Andamento","A solução de big data para análise de dados clínicos em tempo real está sendo validada com dados hospitalares.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
